Категория;Товар;Цена;Адрес;Видим;Рекомендуемый;Бренд;Вариант;"Старая цена";Артикул;Склад;"Заголовок страницы";"Ключевые слова";"Описание страницы";Аннотация;Описание;Изображения;"Вид товара";Размеры;Толщина
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ Полиэтилен  пруток д.120х1000";1125.90;re-polietilen-prutok-d120h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ Полиэтилен  пруток черный д.120х1000";1125.90;re-polietilen-prutok-chernyj-d120h1000;1;0;;;;;;"РЕ Полиэтилен  пруток  д.120х1000";"РЕ Полиэтилен  пруток  д.120х1000";;;;;пруток;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ Полиэтилен  пруток д.130х1000";1318.04;re-polietilen-prutok-d130h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ Полиэтилен  пруток черный д.130х1000";1318.04;re-polietilen-prutok-chernyj-d130h1000;1;0;;;;;;"РЕ Полиэтилен  пруток  д.130х1000";"РЕ Полиэтилен  пруток  д.130х1000";;;;;пруток;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ Полиэтилен  пруток д.140х1000";1525.30;re-polietilen-prutok-d140h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ Полиэтилен  пруток черный д.140х1000";1525.30;re-polietilen-prutok-chernyj-d140h1000;1;0;;;;;;"РЕ Полиэтилен  пруток  д.140х1000";"РЕ Полиэтилен  пруток  д.140х1000";;;;;пруток;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ Полиэтилен  пруток д.150х1000";1747.70;re-polietilen-prutok-d150h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ Полиэтилен  пруток черный д.150х1000";1747.70;re-polietilen-prutok-chernyj-d150h1000;1;0;;;;;;"РЕ Полиэтилен  пруток черный д.150х1000";"РЕ Полиэтилен  пруток черный д.150х1000";;;;;пруток;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ Полиэтилен  пруток д.160х1000";2089.16;re-polietilen-prutok-d160h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ Полиэтилен  пруток черный д.160х1000";2089.16;re-polietilen-prutok-chernyj-d160h1000;1;0;;;;;;"РЕ Полиэтилен  пруток черный д.160х1000";"РЕ Полиэтилен  пруток черный д.160х1000";;;;;пруток;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ Полиэтилен  пруток д.170х1000";2355.05;re-polietilen-prutok-d170h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ Полиэтилен  пруток черный д.170х1000";2355.05;re-polietilen-prutok-chernyj-d170h1000;1;0;;;;;;"РЕ Полиэтилен  пруток черный д.170х1000";"РЕ Полиэтилен  пруток черный д.170х1000";;;;;пруток;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ Полиэтилен  пруток д.180х1000";2636.85;re-polietilen-prutok-d180h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ Полиэтилен  пруток черный д.180х1000";2636.85;re-polietilen-prutok-chernyj-d180h1000;1;0;;;;;;"РЕ Полиэтилен  пруток черный д.180х1000";"РЕ Полиэтилен  пруток черный д.180х1000";;;;;пруток;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ Полиэтилен  пруток д.190х1000";2934.57;re-polietilen-prutok-d190h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ Полиэтилен  пруток черный д.190х1000";2934.57;re-polietilen-prutok-chernyj-d190h1000;1;0;;;;;;"РЕ Полиэтилен  пруток черный д.190х1000";"РЕ Полиэтилен  пруток черный д.190х1000";;;;;пруток;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ Полиэтилен  пруток д.200х1000";3248.22;re-polietilen-prutok-d200h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ Полиэтилен  пруток черный д.200х1000";3248.22;re-polietilen-prutok-chernyj-d200h1000;1;0;;;;;;"РЕ Полиэтилен  пруток  д.200х1000";"РЕ Полиэтилен  пруток  д.200х1000";;;;;пруток;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ Полиэтилен  пруток д.220х1000";3923.27;re-polietilen-prutok-d220h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ Полиэтилен  пруток черный д.220х1000";3923.27;re-polietilen-prutok-chernyj-d220h1000;1;0;;;;;;"РЕ Полиэтилен  пруток черный д.220х1000";"РЕ Полиэтилен  пруток черный д.220х1000";;;;;пруток;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ Полиэтилен  пруток д.230х1000";4284.68;re-polietilen-prutok-d230h1000;1;0;;;;;;;;;;;;пруток;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ Полиэтилен  пруток черный д.230х1000";4284.68;re-polietilen-prutok-chernyj-d230h1000;1;0;;;;;;"РЕ Полиэтилен  пруток черный д.230х1000";"РЕ Полиэтилен  пруток черный д.230х1000";;;;;пруток;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ экструзионный Полиэтилен лист 2х1000х2000";291.84;re-ekstruzionnyj-polietilen-list-2h1000h2000;1;0;;;;;;"РЕ экструзионный Полиэтилен лист 2х1000х2000";"РЕ экструзионный Полиэтилен лист 2х1000х2000";;;;;лист;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ экструзионный Полиэтилен лист 2х1000х2000 черн.";291.84;re-ekstruzionnyj-polietilen-list-2h1000h2000-chern;1;0;;;;;;"РЕ экструзионный Полиэтилен лист 2х1000х2000 черн.";"РЕ экструзионный Полиэтилен лист 2х1000х2000 черн.";;;;;лист;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ экструзионный Полиэтилен лист 3х1000х2000";437.76;re-ekstruzionnyj-polietilen-list-3h1000h2000;1;0;;;;;;"РЕ экструзионный Полиэтилен лист 3х1000х2000";"РЕ экструзионный Полиэтилен лист 3х1000х2000";;;;;лист;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ экструзионный Полиэтилен лист 3х1000х2000 черн.";437.76;re-ekstruzionnyj-polietilen-list-3h1000h2000-chern;1;0;;;;;;"РЕ экструзионный Полиэтилен лист 3х1000х2000 черн.";"РЕ экструзионный Полиэтилен лист 3х1000х2000 черн.";;;;;лист;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ экструзионный Полиэтилен лист 4х1000х2000";583.68;re-ekstruzionnyj-polietilen-list-4h1000h2000;1;0;;;;;;;;;;;;лист;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ экструзионный Полиэтилен лист 4х1000х2000 черн.";583.68;re-ekstruzionnyj-polietilen-list-4h1000h2000-chern;1;0;;;;;;"РЕ экструзионный Полиэтилен лист 4х1000х2000 черн.";"РЕ экструзионный Полиэтилен лист 4х1000х2000 черн.";;;;;лист;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ экструзионный Полиэтилен лист 5х1000х2000";729.60;re-ekstruzionnyj-polietilen-list-5h1000h2000;1;0;;;;;;"РЕ экструзионный Полиэтилен лист 5х1000х2000";"РЕ экструзионный Полиэтилен лист 5х1000х2000";;;;;лист;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ экструзионный Полиэтилен лист 5х1000х2000 черн.";729.60;re-ekstruzionnyj-polietilen-list-5h1000h2000-chern;1;0;;;;;;"РЕ экструзионный Полиэтилен лист 5х1000х2000 черн.";"РЕ экструзионный Полиэтилен лист 5х1000х2000 черн.";;;;;лист;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ экструзионный Полиэтилен лист 6х1000х2000";875.52;re-ekstruzionnyj-polietilen-list-6h1000h2000;1;0;;;;;;;;;;;;лист;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ экструзионный Полиэтилен лист 6х1000х2000 черн.";875.52;re-ekstruzionnyj-polietilen-list-6h1000h2000-chern;1;0;;;;;;"РЕ экструзионный Полиэтилен лист 6х1000х2000 черн.";"РЕ экструзионный Полиэтилен лист 6х1000х2000 черн.";;;;;лист;;
"Конструкционный пластик/Полиэтилен (PE)/PEHD Экструзионный";"РЕ экструзионный Полиэтилен лист 8х1000х2000";1167.36;re-ekstruzionnyj-polietilen-list-8h1000h2000;1;0;;;;;;"РЕ экструзионный Полиэтилен лист 8х1000х2000";"РЕ экструзионный Полиэтилен лист 8х1000х2000";;;;;лист;;
